date,from,value_m3
2021-03-28,Morocco,21819526.778577138
2021-03-28,Norway,208546871.64783728
2021-03-28,Russia,419248355.4267697
2021-03-28,United Kingdom,1251.887378986925
2021-03-29,Algeria,86436996.00319743
2021-03-29,Azerbaijan,12805444.089173106
2021-03-29,Libya,10706514.788169464
2021-03-29,LNG,253915310.48050448
2021-03-29,Morocco,22082138.64463984
2021-03-29,Norway,208728094.96402875
2021-03-29,Russia,422746010.38129497
2021-03-29,United Kingdom,1667133.4043876044
2021-03-30,Algeria,86553203.39284128
2021-03-30,Azerbaijan,12392963.407052135
2021-03-30,Libya,9261544.27569056
2021-03-30,LNG,254577317.74580336
2021-03-30,Morocco,22023206.05737632
2021-03-30,Norway,229644302.81552538
2021-03-30,Russia,423441883.04893863
2021-03-30,United Kingdom,3846212.4522604123
2021-03-31,Algeria,80966462.11919352
2021-03-31,Azerbaijan,12393581.5791811
2021-03-31,Libya,5883800.69277911
2021-03-31,LNG,253928014.31743494
2021-03-31,Morocco,22067663.91331379
2021-03-31,Norway,233016306.8123279
2021-03-31,Russia,420559685.7233324
2021-03-31,United Kingdom,6638453.5926814135
2021-04-01,Algeria,73139603.8724576
2021-04-01,Azerbaijan,13411086.419753086
2021-04-01,Libya,3924982.414068745
2021-04-01,LNG,273489594.4666489
2021-04-01,Morocco,18909084.821032062
2021-04-01,Norway,219561565.0413003
2021-04-01,Russia,421138954.66542315
2021-04-01,United Kingdom,15638254.818367528
2021-04-02,Algeria,73247864.5528022
2021-04-02,Azerbaijan,16041476.063593568
2021-04-02,Libya,3909976.818545163
2021-04-02,LNG,267558387.81419307
2021-04-02,Morocco,19177900.07993605
2021-04-02,Norway,224794995.77227107
2021-04-02,Russia,421155111.4518163
2021-04-02,United Kingdom,15942742.428279597
2021-04-03,Algeria,72774998.75655031
2021-04-03,Azerbaijan,17061937.116973087
2021-04-03,Libya,3907565.947242206
2021-04-03,LNG,260334318.8382627
2021-04-03,Morocco,17520550.67057465
2021-04-03,Norway,227301610.5782041
2021-04-03,Russia,420797865.7865707
2021-04-03,United Kingdom,16200175.681676881
2021-04-04,Algeria,72939506.439293
2021-04-04,Azerbaijan,15460996.980193622
2021-04-04,Libya,3894639.133137934
2021-04-04,LNG,270046849.64028776
2021-04-04,Morocco,17607398.703259613
2021-04-04,Norway,233914056.9766409
2021-04-04,Russia,418888247.3998579
2021-04-04,United Kingdom,11490461.941557864
2021-04-05,Algeria,77432867.12851942
2021-04-05,Azerbaijan,16558433.96393996
2021-04-05,Libya,3894554.756195044
2021-04-05,LNG,270623180.1669775
2021-04-05,Morocco,17904129.31876721
2021-04-05,Norway,234046131.71684873
2021-04-05,Russia,421956402.7155964
2021-04-05,United Kingdom,12518775.11324274
2021-04-06,Algeria,69744054.80060396
2021-04-06,Azerbaijan,16784628.11972644
2021-04-06,Libya,3902759.126032507
2021-04-06,LNG,288795459.2592593
2021-04-06,Morocco,21413202.23820943
2021-04-06,Norway,228340535.234035
2021-04-06,Russia,424199432.1025846
2021-04-06,United Kingdom,16070896.349586997
2021-04-07,Algeria,84870576.42774668
2021-04-07,Azerbaijan,16581414.246380672
2021-04-07,Libya,3911423.838706813
2021-04-07,LNG,310760897.22000176
2021-04-07,Morocco,26407996.269650944
2021-04-07,Norway,215135613.76676437
2021-04-07,Russia,427199799.1519673
2021-04-07,United Kingdom,15158062.883026913
2021-04-08,Algeria,69282572.16449063
2021-04-08,Azerbaijan,17555853.53939071
2021-04-08,Libya,3909180.566657785
2021-04-08,LNG,306911679.86499685
2021-04-08,Morocco,23021958.077982057
2021-04-08,Norway,219583800.45297092
2021-04-08,Russia,427481788.1919353
2021-04-08,United Kingdom,15734178.168576248
2021-04-09,Algeria,81638797.0512479
2021-04-09,Azerbaijan,17892169.375610624
2021-04-09,Libya,4876285.282884803
2021-04-09,LNG,296558334.45243806
2021-04-09,Morocco,21916713.82893685
2021-04-09,Norway,190311269.87299052
2021-04-09,Russia,391261406.41211474
2021-04-09,United Kingdom,17681854.51638689
2021-04-10,Algeria,78150160.93791632
2021-04-10,Azerbaijan,16797711.16440181
2021-04-10,Libya,4885516.475708322
2021-04-10,LNG,276326964.80149215
2021-04-10,Morocco,18297013.145039525
2021-04-10,Norway,199482383.4621192
2021-04-10,Russia,394854696.30011547
2021-04-10,United Kingdom,16044055.866417976
2021-04-11,Algeria,77976166.79989341
2021-04-11,Azerbaijan,16122402.344790831
2021-04-11,Libya,4868578.026467714
2021-04-11,LNG,263377080.3446132
2021-04-11,Morocco,17570178.079758413
2021-04-11,Norway,198269008.98836485
2021-04-11,Russia,391810872.7305267
2021-04-11,United Kingdom,16093743.76054712
2021-04-12,Algeria,78211329.1588951
2021-04-12,Azerbaijan,16042958.34443556
2021-04-12,Libya,4879039.079847233
2021-04-12,LNG,273681837.6232347
2021-04-12,Morocco,21907408.73967493
2021-04-12,Norway,197022984.44799715
2021-04-12,Russia,387337049.4184208
2021-04-12,United Kingdom,14742795.008437693
2021-04-13,Algeria,78694311.12887467
2021-04-13,Azerbaijan,16779220.001776356
2021-04-13,Libya,2926916.067146283
2021-04-13,LNG,301260383.16902035
2021-04-13,Morocco,22939245.67013056
2021-04-13,Norway,178981443.37863043
2021-04-13,Russia,402271671.822009
2021-04-13,United Kingdom,17934524.913402613
2021-04-14,Algeria,78632599.16511235
2021-04-14,Azerbaijan,17132368.86046718
2021-04-14,Libya,2922675.1043609558
2021-04-14,LNG,305887400.0710543
2021-04-14,Morocco,22530853.272937205
2021-04-14,Norway,197845289.04876098
2021-04-14,Russia,421010855.9758415
2021-04-14,United Kingdom,14495050.981437072
2021-04-15,Algeria,80900037.83639754
2021-04-15,Azerbaijan,17857463.54027889
2021-04-15,Libya,5853474.642508215
2021-04-15,LNG,291772630.14477307
2021-04-15,Morocco,26163994.759747755
2021-04-15,Norway,194146911.26210144
2021-04-15,Russia,423742402.1977973
2021-04-15,United Kingdom,12841911.83053557
2021-04-16,Algeria,80265468.1588063
2021-04-16,Azerbaijan,18057076.64979128
2021-04-16,Libya,10707849.453770315
2021-04-16,LNG,293300730.96189713
2021-04-16,Morocco,20775282.973621104
2021-04-16,Norway,197979031.61026734
2021-04-16,Russia,425026730.1684874
2021-04-16,United Kingdom,11555175.326405542
2021-04-17,Algeria,79990080.024869
2021-04-17,Azerbaijan,23192275.868194334
2021-04-17,Libya,12646417.621458389
2021-04-17,LNG,249495213.61577404
2021-04-17,Morocco,19398121.769251265
2021-04-17,Norway,206118908.0468958
2021-04-17,Russia,426059053.8939515
2021-04-17,United Kingdom,8847333.777422506
2021-04-18,Algeria,80415206.32382983
2021-04-18,Azerbaijan,23707143.618438583
2021-04-18,Libya,10226191.135980103
2021-04-18,LNG,252000260.76028067
2021-04-18,Morocco,19169628.830269117
2021-04-18,Norway,208240005.7465139
2021-04-18,Russia,427607896.3699263
2021-04-18,United Kingdom,13778023.891997512
2021-04-19,Algeria,79923545.34150457
2021-04-19,Azerbaijan,24482694.555466738
2021-04-19,Libya,12178724.042987833
2021-04-19,LNG,304740668.91375786
2021-04-19,Morocco,25668754.32986944
2021-04-19,Norway,210721681.65023538
2021-04-19,Russia,433646418.6994404
2021-04-19,United Kingdom,15248678.514965804
2021-04-20,Algeria,79171605.55999646
2021-04-20,Azerbaijan,25073296.74038547
2021-04-20,Libya,521309.263700151
2021-04-20,LNG,303881001.6964206
2021-04-20,Morocco,21922917.310595967
2021-04-20,Norway,207834132.0099476
2021-04-20,Russia,429048170.1283418
2021-04-20,United Kingdom,15145103.295141663
2021-04-21,Algeria,79944938.27160494
2021-04-21,Azerbaijan,26279787.103650413
2021-04-21,Libya,13707648.814281909
2021-04-21,LNG,277997799.2361666
2021-04-21,Morocco,22936143.97370992
2021-04-21,Norway,217973850.59063858
2021-04-21,Russia,424108284.907665
2021-04-21,United Kingdom,14505419.486632915
2021-04-22,Algeria,80397520.11723953
2021-04-22,Azerbaijan,24735701.039168663
2021-04-22,Libya,13662112.976285638
2021-04-22,LNG,300067354.7295497
2021-04-22,Morocco,23012652.8999023
2021-04-22,Norway,218046769.686473
2021-04-22,Russia,424574316.1903632
2021-04-22,United Kingdom,13815825.206501465
2021-04-23,Algeria,80537025.75717205
2021-04-23,Azerbaijan,24840294.2534861
2021-04-23,Libya,9706268.229860555
2021-04-23,LNG,265899374.4915179
2021-04-23,Morocco,21998392.30837552
2021-04-23,Norway,214233823.67883468
2021-04-23,Russia,431397181.7702282
2021-04-23,United Kingdom,13468489.830357935
2021-04-24,Algeria,80759586.10889065
2021-04-24,Azerbaijan,24394724.2206235
2021-04-24,Libya,11669882.227551293
2021-04-24,LNG,252951502.78888
2021-04-24,Morocco,18612354.116706636
2021-04-24,Norway,213981536.61071146
2021-04-24,Russia,432356113.34106046
2021-04-24,United Kingdom,11777329.60298428
2021-04-25,Algeria,80347421.08535394
2021-04-25,Azerbaijan,22111085.97566391
2021-04-25,Libya,10700975.841548985
2021-04-25,LNG,251907944.62208012
2021-04-25,Morocco,20167346.92246203
2021-04-25,Norway,209768375.2731148
2021-04-25,Russia,431498412.8064659
2021-04-25,United Kingdom,11411616.662225774
2021-04-26,Algeria,80247563.6379785
2021-04-26,Azerbaijan,26676414.868105516
2021-04-26,Libya,11679307.576161291
2021-04-26,LNG,286434400.1065814
2021-04-26,Morocco,22797600.763833378
2021-04-26,Norway,210239619.92610353
2021-04-26,Russia,436664034.14894754
2021-04-26,United Kingdom,13218956.461497467
2021-04-27,Algeria,80099254.46309619
2021-04-27,Azerbaijan,26592490.984989785
2021-04-27,Libya,11669745.89217515
2021-04-27,LNG,267226467.84794387
2021-04-27,Morocco,23631961.89714895
2021-04-27,Norway,222257087.83195668
2021-04-27,Russia,438221236.06856734
2021-04-27,United Kingdom,12653830.624389376
2021-04-28,Algeria,80105496.9357847
2021-04-28,Azerbaijan,26206788.6135536
2021-04-28,Libya,9731831.423749888
2021-04-28,LNG,257542243.89377385
2021-04-28,Morocco,23325926.103561595
2021-04-28,Norway,214980765.96500576
2021-04-28,Russia,435429092.81401545
2021-04-28,United Kingdom,15452338.600230927
2021-04-29,Algeria,79904430.41122657
2021-04-29,Azerbaijan,25978552.18047784
2021-04-29,Libya,12496065.192290612
2021-04-29,LNG,269503379.1455724
2021-04-29,Morocco,22107986.233235635
2021-04-29,Norway,197493494.9357847
2021-04-29,Russia,436655659.2146727
2021-04-29,United Kingdom,16185222.044586552
2021-04-30,Algeria,79950521.98241407
2021-04-30,Azerbaijan,26199056.932231992
2021-04-30,Libya,13681180.921929125
2021-04-30,LNG,251412417.36388668
2021-04-30,Morocco,21938425.881517008
2021-04-30,Norway,166115621.13864464
2021-04-30,Russia,429386014.82227546
2021-04-30,United Kingdom,13692879.030109247
2021-05-01,Algeria,80553594.10249579
2021-05-01,Azerbaijan,26719989.60831335
2021-05-01,Libya,10641844.479971578
2021-05-01,LNG,207117383.13349321
2021-05-01,Morocco,21338761.08002487
2021-05-01,Norway,196819551.29229948
2021-05-01,Russia,426357985.3813838
2021-05-01,United Kingdom,11487688.24940048
2021-05-02,Algeria,79678123.81206146
2021-05-02,Azerbaijan,25908270.18385292
2021-05-02,Libya,7778385.025313083
2021-05-02,LNG,211944978.37285727
2021-05-02,Morocco,21384252.864375167
2021-05-02,Norway,198238306.4837019
2021-05-02,Russia,426771366.5126565
2021-05-02,United Kingdom,10379946.442845723
2021-05-03,Algeria,79751888.97770673
2021-05-03,Azerbaijan,25834140.420996536
2021-05-03,Libya,13653691.446842523
2021-05-03,LNG,226389315.97832844
2021-05-03,Morocco,22970262.811972644
2021-05-03,Norway,197266669.4999556
2021-05-03,Russia,428148073.5343281
2021-05-03,United Kingdom,9269073.6299849
2021-05-04,Algeria,79752141.66444622
2021-05-04,Azerbaijan,26781035.17186251
2021-05-04,Libya,12109199.840127897
2021-05-04,LNG,237340852.76667553
2021-05-04,Morocco,22861702.815525357
2021-05-04,Norway,187526726.92068565
2021-05-04,Russia,427416147.81854516
2021-05-04,United Kingdom,7020675.086597389
2021-05-05,Algeria,79728651.1235456
2021-05-05,Azerbaijan,27335847.677413624
2021-05-05,LNG,212315740.36770582
2021-05-05,Morocco,22372665.86730615
2021-05-05,Norway,165041167.35234034
2021-05-05,Russia,432674483.96083134
2021-05-05,United Kingdom,3588445.3326227907
2021-05-06,Algeria,79734736.56630251
2021-05-06,Azerbaijan,28443693.66728839
2021-05-06,Libya,13691081.623590017
2021-05-06,LNG,211714582.03215206
2021-05-06,Morocco,22758312.37232436
2021-05-06,Norway,159926212.8341771
2021-05-06,Russia,438419391.9461764
2021-05-06,United Kingdom,5822260.05861977
2021-05-07,Algeria,79804021.84918731
2021-05-07,Azerbaijan,29666318.145483613
2021-05-07,Libya,11675289.901412204
2021-05-07,LNG,216033496.46505016
2021-05-07,Morocco,22483293.72057909
2021-05-07,Norway,179189018.8382627
2021-05-07,Russia,440256031.608491
2021-05-07,United Kingdom,4835834.443556268
2021-05-08,Algeria,78947302.95763388
2021-05-08,Azerbaijan,28613591.88204991
2021-05-08,Libya,8731975.486277644
2021-05-08,LNG,211353978.9501732
2021-05-08,Morocco,21926019.007016607
2021-05-08,Norway,203583514.60165203
2021-05-08,Russia,438588417.55484504
2021-05-08,United Kingdom,6896773.692157383
2021-05-09,Algeria,79872812.15027978
2021-05-09,Azerbaijan,28314086.41975309
2021-05-09,Libya,8718274.358291145
2021-05-09,LNG,203561204.13891107
2021-05-09,Morocco,21682017.49711342
2021-05-09,Norway,211648285.56710187
2021-05-09,Russia,429619215.58468777
2021-05-09,United Kingdom,8210534.949817923
2021-05-10,Algeria,79678393.5518252
2021-05-10,Azerbaijan,27516479.793942623
2021-05-10,Libya,9675620.836664002
2021-05-10,LNG,218613036.50413
2021-05-10,Morocco,22140037.303490546
2021-05-10,Norway,223735127.5512923
2021-05-10,Russia,433666533.185274
2021-05-10,United Kingdom,11164788.6135536
2021-05-11,Algeria,80634184.56346034
2021-05-11,Azerbaijan,28644054.889421795
2021-05-11,Libya,9666528.910205169
2021-05-11,LNG,238429081.3127276
2021-05-11,Morocco,22147274.624744646
2021-05-11,Norway,222136125.9436895
2021-05-11,Russia,433902930.6911804
2021-05-11,United Kingdom,10586765.076827427
2021-05-12,Algeria,81611471.71151967
2021-05-12,Azerbaijan,28786228.261834975
2021-05-12,Libya,8723541.078248512
2021-05-12,LNG,220336183.09796607
2021-05-12,Morocco,22101782.84039435
2021-05-12,Norway,223113996.19859666
2021-05-12,Russia,435164635.8649969
2021-05-12,United Kingdom,13717203.481659116
2021-05-13,Algeria,81780394.97291055
2021-05-13,Azerbaijan,28827212.98516742
2021-05-13,Libya,9203823.696598276
2021-05-13,LNG,219195069.73088196
2021-05-13,Morocco,22156579.802824408
2021-05-13,Norway,218570087.1125322
2021-05-13,Russia,435684802.6039613
2021-05-13,United Kingdom,12687514.255262459
2021-05-14,Algeria,82140672.35100807
2021-05-14,Azerbaijan,26192374.100719426
2021-05-14,Libya,11613444.000355272
2021-05-14,LNG,252492028.75921485
2021-05-14,Morocco,22154511.94599875
2021-05-14,Norway,201556667.78577137
2021-05-14,Russia,428390983.46238565
2021-05-14,United Kingdom,13615032.951416645
2021-05-15,Algeria,82344669.15356603
2021-05-15,Azerbaijan,23597258.90398792
2021-05-15,Libya,12104504.92938982
2021-05-15,LNG,249643581.17061907
2021-05-15,Morocco,22041816.324718
2021-05-15,Norway,176617071.61382005
2021-05-15,Russia,424538721.86384225
2021-05-15,United Kingdom,12930032.240873968
2021-05-16,Algeria,82287457.32303046
2021-05-16,Azerbaijan,13803586.464162003
2021-05-16,Libya,13076269.206856737
2021-05-16,LNG,237708814.69046983
2021-05-16,Morocco,22020104.36095568
2021-05-16,Norway,180835795.53246292
2021-05-16,Russia,415384780.61994845
2021-05-16,United Kingdom,12338096.367350565
2021-05-17,Algeria,79846151.16795452
2021-05-17,Libya,13716919.531041833
2021-05-17,LNG,270981137.490008
2021-05-17,Morocco,22152444.17799094
2021-05-17,Norway,175997712.42561507
2021-05-17,Russia,402766745.980993
2021-05-17,United Kingdom,15771260.680344613
2021-05-18,Algeria,79538087.66320276
2021-05-18,Libya,11268525.44630962
2021-05-18,LNG,229956732.01882938
2021-05-18,Morocco,22161749.267252862
2021-05-18,Norway,181240658.62865263
2021-05-18,Russia,402915496.4916955
2021-05-18,United Kingdom,15631787.014832579
2021-05-19,Algeria,78972921.04094502
2021-05-19,LNG,283911312.22133404
2021-05-19,Morocco,21961171.773692157
2021-05-19,Norway,184510058.61977085
2021-05-19,Russia,403026310.32951415
2021-05-19,United Kingdom,12820283.328892441
2021-05-20,Algeria,78554408.65085709
2021-05-20,Libya,12242101.252331467
2021-05-20,LNG,272483173.55893064
2021-05-20,Morocco,22706617.106314942
2021-05-20,Norway,193042388.40039077
2021-05-20,Russia,404392609.1127098
2021-05-20,United Kingdom,11373059.152677856
2021-05-21,Algeria,78594135.26956213
2021-05-21,Libya,11160819.69979572
2021-05-21,LNG,257015069.67759126
2021-05-21,Morocco,22245495.603517182
2021-05-21,Norway,187080934.32809308
2021-05-21,Russia,406048452.17159605
2021-05-21,United Kingdom,11536538.502531309
2021-05-22,Algeria,79408884.62563282
2021-05-22,Azerbaijan,16569575.983657518
2021-05-22,Libya,10191339.728217425
2021-05-22,LNG,240976450.76827428
2021-05-22,Morocco,22072833.466560084
2021-05-22,Norway,169671912.10587084
2021-05-22,Russia,422055210.8535394
2021-05-22,United Kingdom,11859371.347366551
2021-05-23,Algeria,79786251.44328982
2021-05-23,Azerbaijan,17852258.726352252
2021-05-23,Libya,10171778.310684783
2021-05-23,LNG,223581358.9750422
2021-05-23,Morocco,22060426.592059683
2021-05-23,Norway,184193446.04316545
2021-05-23,Russia,423387322.1422861
2021-05-23,United Kingdom,12601702.016164849
2021-05-24,Algeria,79753403.76587617
2021-05-24,Azerbaijan,18724211.03117506
2021-05-24,Libya,11630279.06563638
2021-05-24,LNG,218403662.91855404
2021-05-24,Morocco,22156579.802824408
2021-05-24,Norway,184859793.6495248
2021-05-24,Russia,423847504.1300293
2021-05-24,United Kingdom,11059978.68371969
2021-05-25,Algeria,79658397.45980993
2021-05-25,Azerbaijan,18858064.3929301
2021-05-25,Libya,9217494.537703171
2021-05-25,LNG,225341641.89537257
2021-05-25,Morocco,22140037.303490546
2021-05-25,Norway,176493831.8411937
2021-05-25,Russia,427702065.9028333
2021-05-25,United Kingdom,12938830.553335108
2021-05-26,Algeria,79325218.66950884
2021-05-26,Azerbaijan,22725379.607425172
2021-05-26,Libya,7780221.42286171
2021-05-26,LNG,232801942.0996536
2021-05-26,Morocco,22746939.426236782
2021-05-26,Norway,168846476.06359357
2021-05-26,Russia,431881673.6832756
2021-05-26,United Kingdom,11155046.371791456
2021-05-27,Algeria,79328661.3375966
2021-05-27,Azerbaijan,25086471.80033751
2021-05-27,Libya,8736858.335553778
2021-05-27,LNG,226423318.29647392
2021-05-27,Morocco,23049873.5234035
2021-05-27,Norway,177511555.06705746
2021-05-27,Russia,434177981.1706191
2021-05-27,United Kingdom,12375059.108268939
2021-05-28,Algeria,78073177.72448707
2021-05-28,Azerbaijan,22146366.284749977
2021-05-28,Libya,8723260.502708944
2021-05-28,LNG,223670622.66631138
2021-05-28,Morocco,23915251.798561152
2021-05-28,Norway,186871313.72235546
2021-05-28,Russia,430007679.8117062
2021-05-28,United Kingdom,14575797.317701394
2021-05-29,Algeria,80716865.3521627
2021-05-29,Azerbaijan,23423100.54178879
2021-05-29,Libya,8715775.734967582
2021-05-29,LNG,192597097.49533707
2021-05-29,Morocco,21787475.797140066
2021-05-29,Norway,199060072.3332445
2021-05-29,Russia,431163773.4257038
2021-05-29,United Kingdom,12724949.4626521
2021-05-30,Algeria,80258544.54214406
2021-05-30,Azerbaijan,22917482.369659822
2021-05-30,Libya,8705289.279687362
2021-05-30,LNG,184718880.69100276
2021-05-30,Morocco,21783340.172306597
2021-05-30,Norway,199240397.03348434
2021-05-30,Russia,431814108.35775816
2021-05-30,United Kingdom,11524963.85114131
2021-05-31,Algeria,79577024.33608669
