country,commodity,date,predicted_price
others,coal,2022-09-01T00:00:00Z,237.41447109332955
others,coal,2022-10-01T00:00:00Z,214.02008053954953
others,coal,2022-11-01T00:00:00Z,192.35295429538084
others,coal,2022-12-01T00:00:00Z,212.08080788362065
others,crude_oil,2022-02-01T00:00:00Z,563.9937372294066
others,crude_oil,2022-03-01T00:00:00Z,630.8737139355621
others,crude_oil,2022-04-01T00:00:00Z,653.06533609199
others,crude_oil,2022-05-01T00:00:00Z,653.06533609199
others,crude_oil,2022-06-01T00:00:00Z,653.06533609199
others,crude_oil,2022-07-01T00:00:00Z,653.06533609199
others,crude_oil,2022-08-01T00:00:00Z,653.06533609199
others,crude_oil,2022-09-01T00:00:00Z,647.69670158484
others,crude_oil,2022-10-01T00:00:00Z,603.9741512745225
others,crude_oil,2022-11-01T00:00:00Z,601.4501163695156
others,crude_oil,2022-12-01T00:00:00Z,566.4026373292372
others,lng,2022-02-01T00:00:00Z,689.703171304663
others,lng,2022-03-01T00:00:00Z,854.4335165325449
others,lng,2022-04-01T00:00:00Z,770.2096443022132
others,lng,2022-05-01T00:00:00Z,634.4952299511133
others,lng,2022-06-01T00:00:00Z,708.753230409038
others,lng,2022-07-01T00:00:00Z,868.3936511670487
others,lng,2022-08-01T00:00:00Z,1048.0558521656214
others,lng,2022-09-01T00:00:00Z,1010.5166343378919
others,lng,2022-10-01T00:00:00Z,800.2679720389617
others,lng,2022-11-01T00:00:00Z,716.4689312999192
others,lng,2022-12-01T00:00:00Z,784.5102901173982
others,natural_gas,2022-02-01T00:00:00Z,697.1496210234786
others,natural_gas,2022-03-01T00:00:00Z,921.1881789301906
others,natural_gas,2022-04-01T00:00:00Z,777.0569851106856
others,natural_gas,2022-05-01T00:00:00Z,791.8628964180053
others,natural_gas,2022-06-01T00:00:00Z,872.3480786038161
others,natural_gas,2022-07-01T00:00:00Z,950.1896903116584
others,natural_gas,2022-08-01T00:00:00Z,1029.5854912291018
others,natural_gas,2022-09-01T00:00:00Z,902.1984526579321
others,natural_gas,2022-10-01T00:00:00Z,763.4097823024542
others,natural_gas,2022-11-01T00:00:00Z,714.8679870174775
others,natural_gas,2022-12-01T00:00:00Z,667.8087581022091
others,oil_products,2022-02-01T00:00:00Z,629.2257777531138
others,oil_products,2022-03-01T00:00:00Z,716.5893592919471
others,oil_products,2022-04-01T00:00:00Z,760.8268574097606
others,oil_products,2022-05-01T00:00:00Z,759.4431243374171
others,oil_products,2022-06-01T00:00:00Z,838.3768691349713
others,oil_products,2022-07-01T00:00:00Z,820.3655065539455
others,oil_products,2022-08-01T00:00:00Z,763.1232537409469
others,oil_products,2022-09-01T00:00:00Z,706.088566423156
others,oil_products,2022-10-01T00:00:00Z,669.4517528971791
others,oil_products,2022-11-01T00:00:00Z,660.6297264182243
others,oil_products,2022-12-01T00:00:00Z,610.6882902565128
